pmid,title,journal,year,abstract,authors,tier,relevance_score,matched_keywords,tissues_mentioned,priority_score
41279146,Adeno-Associated Virus-Induced Neurotoxicity is Prevented by CpG Depletion.,bioRxiv : the preprint server for biology,2025,"Adeno-associated viruses (AAVs) are the vector of choice for gene delivery to the nervous system. While AAVs have a strong safety profile, recent studies show that AAV causes dendritic loss and synaptic weakening in mouse somatosensory cortex, impacts that are prevented by systemic administration of blockers of Toll-like receptor 9 (TLR9), an innate immunoreceptor that detects unmethylated cytosine-guanine (CpG) motifs. However, TLR9 blockers are immunosuppressive and costly. To realize AAV's full potential, it is critical to identify strategies to protect neurons without compromising immunity. Here we find that partially depleting CpG motifs from the AAV genome prevents AAV-induced dendritic loss and synaptic weakening. CpG depletion of transgene and intronic regions via codon-optimized synonymous mutations was protective and did not impair transgene expression <i>in vivo</i> . To facilitate the production and use of lower-CpG AAVs, we created a web-facing application, CpG-Assist Tool (CpG-AT), which allows researchers to quantify the CpG content of any sequence, explore the CpG content of commonly used AAV components, and generate CpG-depleted coding and non-coding sequences. This study identifies CpG depletion as a practical strategy to prevent AAV-induced neural circuit disruption, and provides tools to facilitate CpG reduction to enhance the safety and efficacy of AAV-mediated gene delivery.","['Dunn', 'Carvajal', 'Ma']",2,7,"gene expression, transgene expression","liver, neural, cortex",12
37626720,Recent Advancements in AAV-Vectored Immunoprophylaxis in the Nonhuman Primate Model.,Biomedicines,2023,"Monoclonal antibodies (mAbs) are important treatment modalities for preventing and treating infectious diseases, especially for those lacking prophylactic vaccines or effective therapies. Recent advances in mAb gene cloning from naturally infected or immunized individuals has led to the development of highly potent human mAbs against a wide range of human and animal pathogens. While effective, the serum half-lives of mAbs are quite variable, with single administrations usually resulting in short-term protection, requiring repeated doses to maintain therapeutic concentrations for extended periods of time. Moreover, due to their limited time in circulation, mAb therapies are rarely given prophylactically; instead, they are generally administered therapeutically after the onset of symptoms, thus preventing mortality, but not morbidity. Adeno-associated virus (AAV) vectors have an established record of high-efficiency in vivo gene transfer in a variety of animal models and humans. When delivered to post-mitotic tissues such as skeletal muscle, brain, and heart, or to organs in which cells turn over slowly, such as the liver and lungs, AAV vector genomes assume the form of episomal concatemers that direct transgene expression, often for the lifetime of the cell. Based on these attributes, many research groups have explored AAV-vectored delivery of highly potent mAb genes as a strategy to enable long-term expression of therapeutic mAbs directly in vivo following intramuscular or intranasal administration. However, clinical trials in humans and studies in nonhuman primates (NHPs) indicate that while AAVs are a powerful and promising platform for vectored immunoprophylaxis (VIP), further optimization is needed to decrease anti-drug antibody (ADA) and anti-capsid antibody responses, ultimately leading to increased serum transgene expression levels and improved therapeutic efficacy. The following review will summarize the current landscape of AAV VIP in NHP models, with an emphasis on vector and transgene design as well as general delivery system optimization. In addition, major obstacles to AAV VIP, along with implications for clinical translation, will be discussed.","['Campbell', 'Goens', 'Cao']",2,7,"gene expression, transgene expression","liver, brain, muscle, heart, lung",12
40667316,"Combining Machine Learning and Multiplexed, <i>In Situ</i> Profiling to Engineer Cell Type and Behavioral Specificity.",bioRxiv : the preprint server for biology,2025,"A promising strategy for the precise control of neural circuits is to use <i>cis</i>-regulatory enhancers to drive transgene expression in specific cells. However, enhancer discovery faces key challenges: low <i>in vivo</i> success rates, species-specific differences in activity, challenges with multiplexing adeno-associated viruses (AAVs), and the lack of spatial detail from single-cell sequencing. In order to accelerate enhancer discovery for the dorsal spinal cord-a region critical for pain and itch processing-we developed an end-to-end platform, ESCargoT (<i>Engineered Specificity of Cargo Transcription</i>), combining machine learning (ML)-guided enhancer prioritization, modular AAV assembly, and multiplexed, <i>in situ</i> screening. Using cross-species chromatin accessibility data, we trained ML models to predict enhancer activity in oligodendrocytes and in 15 dorsal horn neuronal subtypes. We first demonstrated that an initial enhancer, Excit-1, targeted excitatory dorsal horn neurons and drove reversal of mechanical allodynia in an inflammatory pain model. To enable parallel profiling of a 27-enhancer-AAV library delivered intraspinally in mice, we developed a Spatial Parallel Reporter Assay (SPRA) by integrating a novel Golden-Gate assembly pipeline with multiplexed, <i>in situ</i> screening. Regression adjustment for spatial confounding enabled specificity comparisons between enhancers, demonstrating the ability to screen enhancers targeting diverse cell types (oligodendrocytes, motoneurons, dorsal neuron subtypes) in one experiment. We then validated two candidates, targeting Exc-LMO3 and Exc-SKOR2 neurons, respectively. In a companion paper by Noh <i>et al</i>, our colleagues show that the functional specificity of the Exc-SKOR2-targeting enhancer, unlike Excit-1, is capable of blocking the sensation of chemical itch in mice. These enhancers were derived from the macaque genome but displayed functional sensitivity in mice. This platform enables spatially resolved, multiplexed <i>in vivo</i> enhancer profiling to accelerate discovery of cell-targeting tools and gene therapy development.","['Leone', 'van de Weerd', 'Brown']",2,7,"gene expression, transgene expression","liver, neural, spinal cord",12
38270116,NeuroD1 Regulated Endothelial Gene Expression to Modulate Transduction of AAV-PHP.eB and Recovery Progress after Ischemic Stroke.,Aging and disease,2023,"AAV-PHP.eB depends on endothelial cells to highly transduce the central nervous system (CNS) and is widely used for intravenous gene therapy. However, the transduction profile and therapeutic efficiency after endothelial cell injury such as ischemic stroke is largely unknown. In this study, we tested the transduction profiles of AAV-PHP.eB and developed intravenous NeuroD1 gene therapy to treat ischemic stroke in mice. We found that AAV-PHP.eB-GFP control virus crossed the BBB and infected brain cells efficiently in normal brain. However, after stroke, AAV-PHP.eB-GFP control virus was highly restricted in the blood vessels. Surprisingly, after switching to therapeutic vector AAV-PHP.eB-NeuroD1-GFP, the viral vector successfully crossed blood vessels and infected brain cells. Using Tie2-cre transgenic mice, we demonstrated that NeuroD1 regulated endothelial gene expression to modulate AAV-PHP.eB transduction. Following the changes of signaling pathways in endothelial cells, NeuroD1 effectively protected BBB integrity, attenuated neuroinflammation, inhibited neuron apoptosis and rescued motor deficits after ischemic stroke. Moreover, NeuroD1 over-expression in brain cells further promoted neural regeneration. These results indicate that intravenous gene therapy using AAV-PHP.eB for ischemic stroke differs from intracranial gene therapy and NeuroD1 intravenous delivery using AAV-PHP.eB efficiently rescue both vascular damage and neuronal loss, providing an advancing therapeutic treatment for stroke.","['He', 'Wang', 'Wang']",2,7,"transduction, gene expression","liver, brain, neural",12
35190665,"Intersectional, anterograde transsynaptic targeting of neurons receiving monosynaptic inputs from two upstream regions.",Communications biology,2022,"A brain region typically receives inputs from multiple upstream areas. However, currently, no method is available to selectively dissect neurons that receive monosynaptic inputs from two upstream regions. Here, we developed a method to genetically label such neurons with a single gene of interest in mice by combining the anterograde transsynaptic spread of adeno-associated virus serotype 1 (AAV1) with intersectional gene expression. Injections of AAV1 expressing either Cre or Flpo recombinases and the Cre/Flpo double-dependent AAV into two upstream regions and the downstream region, respectively, were used to label postsynaptic neurons receiving inputs from the two upstream regions. We demonstrated this labelling in two distinct circuits: the retina/primary visual cortex to the superior colliculus and the bilateral motor cortex to the dorsal striatum. Systemic delivery of the intersectional AAV allowed the unbiased detection of the labelled neurons throughout the brain. This strategy may help analyse the interregional integration of information in the brain.","['Kitanishi', 'Tashiro', 'Kitanishi']",2,7,"gene expression, systemic delivery","liver, brain, cortex, striatum",12
40833809,The Immunogenicity of AAV-Encoded HIV-1 bNAbs in Rhesus Macaques Is Unaffected by a Short Course of the Immunomodulator CTLA4Ig.,AIDS research and human retroviruses,2025,"Adeno-associated virus (AAV)-vectored delivery of HIV-1 broadly neutralizing antibodies (bNAbs) holds promise for achieving durable HIV-1 immunity in a practical and scalable way, yet AAV-encoded bNAbs often elicit antidrug antibody (ADA) responses that limit transgene expression. Engagement of T cell-expressed CD28 with its ligands CD80/CD86 on professional antigen-presenting cells is crucial for initiating adaptive immunity. Because the immunoglobulin-fusion protein CTLA4Ig can outcompete CD28 for binding to CD80/CD86, CTLA4Ig can inhibit T cell activation and prevent immune responses. Hence, we hypothesized that co-delivering CTLA4Ig during AAV/bNAb administration would prevent ADAs in primates. Six rhesus macaques (RMs) were treated intramuscularly with AAV-1 vectors encoding ""rhesusized"" (rh) versions of the bNAbs 3BNC117 (IgG1) and 10-1074 (IgG2). The experimental monkeys (<i>n</i> = 3) were dosed intravenously with 20 mg/kg of rh-CTLA4Ig on days 0, 2, 7, and 14, while the control animals (<i>n</i> = 3) did not receive any additional intervention. The experimental monkeys mounted ADAs that inhibited bNAb expression, albeit at different rates for rh-3BNC117-IgG1 (66%) and rh-10-1074-IgG2 (33%). In the control group, the incidence of ADAs leading to loss of bNAb expression was 100% for rh-3BNC117-IgG1 and 0% for rh-10-1074-IgG2. There was no significant difference between the groups in their cumulative levels of ADAs or bNAb expression measured over 20 weeks. Despite the development of ADAs against rh-3BNC117-IgG1 in five out of six animals, and in one out of six against rh-10-1074-IgG2, macaques in both groups exhibited minimal T cell responses to both bNAbs. AAV-1 capsid-specific CD4<sup>+</sup> T cells trended higher in the control animals. In conclusion, a short course rh-CTLA4Ig did not significantly reduce the immunogenicity of AAV-encoded bNAbs in RMs. Although our study was not powered to detect marginal effects, robust improvements in AAV-driven expression of hypermutated HIV-1 bNAbs may require combination approaches, such as multiple co-stimulation blockers, pharmacological immunosuppression, and/or muscle-specific promoters.","['Hahn', 'Shandilya', 'da Costa']",2,6,"gene expression, transgene expression","liver, muscle",11
39771498,The Intra-Articular Delivery of a Low-Dose Adeno-Associated Virus-IL-1 Receptor Antagonist Vector Alleviates the Progress of Arthritis in an Osteoarthritis Rat Model.,Pharmaceutics,2024,"<b>Background/Objectives:</b> Interleukin-1 (IL-1) is a pivotal mediator in the pathological progression of osteoarthritis (OA), playing a central role in disease progression. However, the rapid clearance of IL-1 receptor antagonist (IL-1Ra) from the joints may hinder the efficacy of intra-articular IL-1Ra injections in reducing OA-associated pain or cartilage degradation. <b>Methods:</b> Sustaining sufficient levels of IL-1Ra within the joints via adeno-associated virus (AAV)-mediated gene therapy presents a promising therapeutic strategy for OA. In this study, we constructed an IL-1Ra expression cassette employing intron insertion in the coding sequence (CDS) region to enhance protein expression levels. Furthermore, we incorporated precisely targeted liver-specific microRNA (miRNA) sequences to specifically downregulate transgene expression within hepatic tissues, thereby ensuring more targeted and controlled regulation of gene expression. <b>Results:</b> A rat model of OA was employed to compare the efficacy of AAV5 and AAV9 for IL-1Ra delivery at both high and low doses. It was observed that low-dose, but not high-dose, AAV9-IL-1Ra resulted in a significant reduction in joint swelling, accompanied by a decrease in the diameter of the affected area and the preservation of biomarkers associated with trabecular bone integrity. <b>Conclusions:</b> These results highlight the great potential of AAV9-IL-1Ra in osteoarthritis therapy, with the promise of achieving long-term improvement through a single intra-articular injection.","['Luo', 'Jiang', 'Li']",2,6,"gene expression, transgene expression","liver, hepatic",11
34493365,Intra-tracheal delivery of AAV6 vectors results in sustained transduction in murine lungs without genomic integration.,Gene,2020,"Despite the progress made in AAV-based gene therapy targeting different organ systems, lung-targeted gene therapy using AAV vectors has not been effective, mostly due to the poor transduction and un-sustained gene expression in airway epithelium. Furthermore, concerns over possible harmful insertional mutagenesis seen in other cell types, particularly hepatocytes, raised a question about AAV safety. In this study, we evaluate the long-term persistence of this vector in mouse lungs and any possible harmful integration of these vectors into the host genome. AAV6 vectors expressing reporter gene (firefly luciferase) were delivered to the lungs of C57BL/6 mice through intra-tracheal intubation. Despite the large variation among individual animals, most animals had high and sustained luciferase activity with a peak from 2 to 3 weeks post-transduction before a significant decline between 15 and 19 weeks post-transduction. More importantly, even after its decline, most animals maintained detectable luciferase expression for 150 days or more, which was confirmed by post-necropsy qPCR analysis of luciferase gene expression. At the termination point of experiments, an average of one copy of AAV expression cassette per mouse genome was detected. We also found that partial overlaps between the AAV6 expression cassette and the mouse genome were distributed broadly with no apparent systematic preference in any mouse chromosomal map location. In summary, our data suggest that AAV6 mediated long-term gene expression in the lungs with no evidence of genomic integration, and thus, any insertional mutagenesis.","['Colon-Cortes', 'Hasan', 'Aslanidi']",2,6,"transduction, gene expression","liver, lung",11
36423822,Optogenetic activation of the tongue in spontaneously breathing mice.,Respiratory physiology & neurobiology,2023,"Inadequate tongue muscle activation contributes to dysarthria, dysphagia, and obstructive sleep apnea. Thus, treatments which increase tongue muscle activity have potential clinical benefit. We hypothesized that lingual injection of an adeno-associated virus (AAV) encoding channelrhodopsin-2 (ChR2) would enable light-induced activation of tongue motor units during spontaneous breathing. An AAV serotype 9 vector (pACAGW-ChR2-Venus-AAV9, 8.29 × 10<sup>11</sup> vg) was injected to the posterior tongue in adult C57BL/6J mice. After 12 weeks, mice were anesthetized and posterior tongue electromyographic (EMG) activity was recorded during spontaneous breathing; a light source was positioned near the injection site. Light-evoked EMG responses increased with the intensity and duration of pulses. Stimulus trains (250 ms) evoked EMG bursts that were comparable to endogenous (inspiratory) tongue muscle activation. Histology confirmed lingual myofiber transgene expression. We conclude that intralingual AAV9-ChR2 delivery enables light evoked lingual EMG activity. These proof-of-concept studies lay the groundwork for clinical application of this novel approach to lingual therapeutics.","['Singer', 'Benevides', 'Rana']",2,6,"gene expression, transgene expression","liver, muscle",11
35985893,Multimodal imaging of capsid and cargo reveals differential brain targeting and liver detargeting of systemically-administered AAVs.,Biomaterials,2022,"The development of gene delivery vehicles with high organ specificity when administered systemically is a critical goal for gene therapy. We combine optical and positron emission tomography (PET) imaging of 1) reporter genes and 2) capsid tags to assess the temporal and spatial distribution and transduction of adeno-associated viruses (AAVs). AAV9 and two engineered AAV vectors (PHP.eB and CAP-B10) that are noteworthy for maximizing blood-brain barrier transport were compared. CAP-B10 shares a modification in the 588 loop with PHP.eB, but also has a modification in the 455 loop, added with the goal of reducing off-target transduction. PET and optical imaging revealed that the additional modifications retained brain receptor affinity. In the liver, the accumulation of AAV9 and the engineered AAV capsids was similar (∼15% of the injected dose per cc and not significantly different between capsids at 21 h). However, the engineered capsids were primarily internalized by Kupffer cells rather than hepatocytes, and liver transduction was greatly reduced. PET reporter gene imaging after engineered AAV systemic injection provided a non-invasive method to monitor AAV-mediated protein expression over time. Through comparison with capsid tagging, differences between brain localization and transduction were revealed. In summary, AAV capsids bearing imaging tags and reporter gene payloads create a unique and powerful platform to assay the pharmacokinetics, cellular specificity and protein expression kinetics of AAV vectors in vivo, a key enabler for the field of gene therapy.","['Seo', 'Ajenjo', 'Wu']",2,6,"transduction, systemic injection","liver, brain",11
41030970,Symptomatic treatment by a BBB-permeable AAV engineered to restore TDP-43 function slows motor neuron disease and prevents paralysis.,bioRxiv : the preprint server for biology,2025,"TAR DNA-binding protein 43kDa (TDP-43) dysfunction is an early pathogenic mechanism that underlies amyotrophic lateral sclerosis (ALS), a devastating neurodegenerative disorder that lacks disease modifying therapies. We previously developed a mouse model in which TDP-43 is selectively deleted from motor neurons (<i>ChAT-Cre;Tardbp</i> <sup><i>f/f</i></sup> ) that mimics the early stages of ALS. Here, we demonstrate that intravenous delivery of a blood-brain-barrier (BBB) permeable AAV capsid expressing our rationally designed splicing repressor CTR (AAV-PHP.eB-CTR) in symptomatic <i>ChAT-Cre;Tardbp</i> <sup><i>f/f</i></sup> mice markedly slowed disease progression and prevented paralysis. Systemic delivery of AAV-PHP.eB-CTR led to transduction of ~80% of spinal motor neurons, repression of TDP-43-associated cryptic exons within motor neurons expressing CTR, and attenuation of motor neuron loss. Notably, the addition of the <i>TARDBP</i> 3'UTR autoregulatory element to CTR maintained its expression within a physiological range. In control littermates that received AAV-PHP.eB-CTR and were monitored for >20 months, grip strength and body weight remained normal, and no histopathological abnormalities were observed, underscoring a favorable safety profile for this gene therapy. These results provide preclinical proof-of-concept that BBB-crossing AAV delivery of CTR can rescue motor neuron disease through the restoration of TDP-43 function, offering a promising mechanism-based therapeutic strategy for ALS.","['Peethambaran Mallika', 'Yu', 'Sitzman']",2,6,"transduction, systemic delivery","liver, brain",11
30774140,"Production, Purification, and Quality Control for Adeno-associated Virus-based Vectors.",Journal of visualized experiments : JoVE,2019,"Gene delivery tools based on adeno-associated viruses (AAVs) are a popular choice for the delivery of transgenes to the central nervous system (CNS), including gene therapy applications. AAV vectors are non-replicating, able to infect both dividing and non-dividing cells and provide long-term transgene expression. Importantly, some serotypes, such as the newly described PHP.B, can cross the blood-brain-barrier (BBB) in animal models, following systemic delivery. AAV vectors can be efficiently produced in the laboratory. However, robust and reproducible protocols are required to obtain AAV vectors with sufficient purity levels and titer values high enough for in vivo applications. This protocol describes an efficient and reproducible strategy for AAV vector production, based on an iodixanol gradient purification strategy. The iodixanol purification method is suitable for obtaining batches of high-titer AAV vectors of high purity, when compared to other purification methods. Furthermore, the protocol is generally faster than other methods currently described. In addition, a quantitative polymerase chain reaction (qPCR)-based strategy is described for a fast and accurate determination of the vector titer, as well as a silver staining method to determine the purity of the vector batch. Finally, representative results of gene delivery to the CNS, following systemic administration of AAV-PHP.B, are presented. Such results should be possible in all labs using the protocols described in this article.","['Fripont', 'Marneffe', 'Marino']",2,8,"gene expression, transgene expression, systemic delivery","liver, brain",11
37806248,AAV-mediated skeletal muscle specific irisin expression does not contribute to weight loss in mice.,Biochemical and biophysical research communications,2023,"Obesity, a chronic disease, significantly increases the risk of various diseases, including diabetes, cardiovascular diseases, and cancers. Exercise is crucial for weight management not only through energy expenditure by muscle activity but also through stimulating the secretion of myokines, which affect various tissues. Irisin, derived from the proteolytic processing of fibronectin type III domain-containing protein 5 (Fndc5), is a well-studied myokine with beneficial effects on metabolism. This study explored the feasibility of adeno-associated virus (AAV)-mediated Fndc5 gene therapy to treat obesity in a mouse model using the AAV-DIO system to express Fndc5 specifically in skeletal muscle, and investigated its anti-obesity effect. Although Fndc5 was specifically expressed in the muscle, no significant impact on body weight under normal chow or high-fat diets was observed, and no change in thermogenic gene expression in inguinal white adipose tissue was detected. Notably, Fndc5 transduction did affect bone metabolism, consistent with previous reports. These findings suggest that AAV-mediated Fndc5 gene therapy may not be an efficient strategy for obesity, contrary to our expectations. Further research is needed to elucidate the complex mechanisms involved in irisin's role in obesity and related disorders.","['Bagon', 'Lee', 'Matienzo']",2,6,"transduction, gene expression","muscle, skeletal muscle",11
34605404,Parallel functional testing identifies enhancers active in early postnatal mouse brain.,eLife,2021,"Enhancers are <i>cis</i>-regulatory elements that play critical regulatory roles in modulating developmental transcription programs and driving cell-type-specific and context-dependent gene expression in the brain. The development of massively parallel reporter assays (MPRAs) has enabled high-throughput functional screening of candidate DNA sequences for enhancer activity. Tissue-specific screening of in vivo enhancer function at scale has the potential to greatly expand our understanding of the role of non-coding sequences in development, evolution, and disease. Here, we adapted a self-transcribing regulatory element MPRA strategy for delivery to early postnatal mouse brain via recombinant adeno-associated virus (rAAV). We identified and validated putative enhancers capable of driving reporter gene expression in mouse forebrain, including regulatory elements within an intronic <i>CACNA1C</i> linkage disequilibrium block associated with risk in neuropsychiatric disorder genetic studies. Paired screening and single enhancer in vivo functional testing, as we show here, represents a powerful approach towards characterizing regulatory activity of enhancers and understanding how enhancer sequences organize gene expression in the brain.","['Lambert', 'Su-Feher', 'Cichewicz']",2,6,"gene expression, tissue-specific","liver, brain",11
40357789,Expanding the Potential of Gene Therapy for Duchenne Muscular Dystrophy.,Current pharmaceutical design,2025,"Duchenne muscular dystrophy (DMD) is a severe X-linked neuromuscular disorder caused by mutations in the DMD gene, leading to progressive muscle degeneration, loss of ambulation, cardiomyopathy, and early mortality. While advances in multidisciplinary care and pharmacological interventions, including corticosteroids and exon-skipping therapies, have improved patient outcomes, current treatments primarily provide symptomatic relief without addressing the underlying genetic defect. Gene therapy has emerged as a promising approach to modify disease progression, particularly through the use of adeno-associated virus (AAV)-mediated delivery of micro-dystrophin constructs. These truncated genes retain essential functional domains, enabling the restoration of dystrophin expression within the packaging limits of AAV vectors. Early-phase clinical trials have demonstrated encouraging safety profiles and transgene expression; however, challenges such as immune responses, variability in functional improvement, and long-term durability remain. Recent innovations, including optimized AAV capsids, immunomodulatory strategies, and genome editing technologies like CRISPR-Cas9, are actively being explored to overcome these barriers. Additionally, scalable vector manufacturing and the integration of real-world data are essential for broader clinical translation. This review synthesizes current advancements, clinical milestones, and future directions in gene therapy for DMD, emphasizing the need for precise dosing, long-term efficacy, and equitable access to fully realize the therapeutic potential of these evolving strategies.","['Khan', 'Hussain']",2,6,"gene expression, transgene expression","liver, muscle",11
32904225,Intra-tracheal delivery of AAV6 vectors results in sustained transduction in murine lungs without genomic integration.,Gene: X,2020,"Despite the progress made in AAV-based gene therapy targeting different organ systems, lung-targeted gene therapy using AAV vectors has not been effective, mostly due to the poor transduction and un-sustained gene expression in airway epithelium. Furthermore, concerns over possible harmful insertional mutagenesis seen in other cell types, particularly hepatocytes, raised a question about AAV safety. In this study, we evaluate the long-term persistence of this vector in mouse lungs and any possible harmful integration of these vectors into the host genome. AAV6 vectors expressing reporter gene (firefly luciferase) were delivered to the lungs of C57BL/6 mice through intra-tracheal intubation. Despite the large variation among individual animals, most animals had high and sustained luciferase activity with a peak from 2 to 3 weeks post-transduction before a significant decline between 15 and 19 weeks post-transduction. More importantly, even after its decline, most animals maintained detectable luciferase expression for 150 days or more, which was confirmed by post-necropsy qPCR analysis of luciferase gene expression. At the termination point of experiments, an average of one copy of AAV expression cassette per mouse genome was detected. We also found that partial overlaps between the AAV6 expression cassette and the mouse genome were distributed broadly with no apparent systematic preference in any mouse chromosomal map location. In summary, our data suggest that AAV6 mediated long-term gene expression in the lungs with no evidence of genomic integration, and thus, any insertional mutagenesis.","['Colon-Cortes', 'Hasan', 'Aslanidi']",2,6,"transduction, gene expression","liver, lung",11
31810595,Dual-AAV delivery of large gene sequences to the inner ear.,Hearing research,2020,"Adeno-associated viruses (AAVs) are preferred vectors for gene replacement therapy, as they are non-pathogenic, non-inflammatory, induce stable transgene expression in terminally differentiated cells, and a series of natural and engineered capsid proteins can be employed to target the vectors to specific cells. Only one feature of AAVs is limiting: the low cargo capacity for foreign DNA, restricting their application to coding sequences of <4 kb. In the last decade, splitting larger cDNAs into two AAVs and co-transducing tissue with such dual-AAV vectors has shown to result in the expression of the full-length protein in different tissues like retina, muscle and liver. This is due to the intrinsic capability of the AAV genomes to undergo homologous recombination and/or head-to-tail multimerization in nuclei of target cells. Recently, two groups independently found that a dual-AAV approach successfully delivered the 6 kb full-length otoferlin cDNA into inner hair cells of otoferlin knock-out mice and restored hearing. These pioneering studies pave the way for gene therapeutics that use dual-AAV vectors to restore hearing in forms of deafness caused by mutations in large genes.",['Reisinger'],2,6,"gene expression, transgene expression","liver, muscle",11
39459842,Redundancy in Innate Immune Pathways That Promote CD8<sup>+</sup> T-Cell Responses in AAV1 Muscle Gene Transfer.,Viruses,2024,"While adeno-associated viral (AAV) vectors are successfully used in a variety of in vivo gene therapy applications, they continue to be hampered by the immune system. Here, we sought to identify innate and cytokine signaling pathways that promote CD8<sup>+</sup> T-cell responses against the transgene product upon AAV1 vector administration to murine skeletal muscle. Eliminating just one of several pathways (including DNA sensing via TLR9, IL-1 receptor signaling, and possibly endosomal sensing of double-stranded RNA) substantially reduced the CD8<sup>+</sup> T-cell response at lower vector doses but was surprisingly ineffective at higher doses. Using genetic, antibody-mediated, and vector engineering approaches, we show that blockade of at least two innate pathways is required to achieve an effect at higher vector doses. Concurrent blockade of IL-1R1 > MyD88 and TLR9 > MyD88 > type I IFN > IFNaR pathways was often but not always synergistic and had limited utility in preventing antibody formation against the transgene product. Further, even low-frequency CD8<sup>+</sup> T-cell responses could eliminate transgene expression, even in MyD88- or IL-1R1-deficient animals that received a low vector dose. However, we provide evidence that CpG depletion of vector genomes and including TLR9 inhibitory sequences can synergize. When this construct was combined with the use of a muscle-specific promoter, transgene expression in muscle was sustained with minimal local or systemic CD8<sup>+</sup> T-cell response. Thus, innate immune avoidance/blockade strategies by themselves, albeit helpful, may not be sufficient to prevent destructive cellular responses in muscle gene transfer because of the redundancy of immune-activating pathways.","['Li', 'Kumar', 'Cao']",2,6,"gene expression, transgene expression","muscle, skeletal muscle",11
41273639,Stereotaxic Injection of Lentiviral Vectors into the Primate Brain.,"Methods in molecular biology (Clifton, N.J.)",2026,"Nonhuman primates (NHPs) have been widely and crucially utilized as model animals for understanding mechanisms of various higher brain functions and pathomechanisms of neurological and psychiatric disorders, since their behaviors mimic those of humans in both normal and pathological states. To know how complex neural networks are involved in such behavioral states, it is essential to define the causal roles of specific pathways and neuron types that constitute these networks. Considering that genetically modified animals to be created through reproductive engineering are not commonly or readily available in NHPs, the gene transduction strategy via viral vectors is the only effective approach to the development of primate models. For this purpose, lentiviral vectors and adeno-associated virus vectors are mainly used. The ability of lentiviral vectors to insert longer sequences is advantageous for achieving cell-type-specific gene expression with the aid of promoters and enhancers. In addition, the use of envelopes that are derived from viruses exhibiting peculiar infection patterns or those being artificially modified is a powerful method for introducing foreign genes into specific cell populations. Furthermore, semipermanent gene expression via lentiviral vectors is an attractive feature for translational gene therapy research. This chapter will outline the stereotaxic injection of lentiviral vectors into the primate brain, primarily for neural network analysis.","['Inoue', 'Takada']",2,6,"transduction, gene expression","brain, neural",11
38936659,Liver matrin-3 protects mice against hepatic steatosis and stress response via constitutive androstane receptor.,Molecular metabolism,2024,"The prevalence of metabolic dysfunction-associated steatotic liver disease (MASLD) continues to rise with the increasing obesity epidemic. Rezdiffra as an activator of a thyroid hormone receptor-beta is the only Food and Drug Administration approved therapy. As such, there is a critical need to improve our understanding of gene expression regulation and signaling transduction in MASLD to develop new therapies. Matrin-3 is a DNA- and RNA-binding protein involved in the pathogenesis of human diseases. Here we examined its previously uncharacterized role in limiting hepatic steatosis and stress response via the constitutive androstane receptor (CAR). Matrin-3 floxed and liver-specific knockout mice were fed either a chow diet or 60 kcal% high-fat diet (HFD) for up to 16 weeks. The mice were euthanized for different analysis including liver histology, lipid levels, and gene expression. Bulk RNA-seq, bulk ATAC-seq, and single-nucleus Multiome were used to examine changes of transcriptome and chromatin accessibility in the liver. Integrative bioinformatics analysis of our data and publicly available datasets and different biochemical assays were performed to identify underlying the molecular mechanisms mediating matrin-3's effects. Liver-tropic adeno-associated virus was used to restore the expression of CAR for lipid, acute phase genes, and histological analysis. Matrin-3 expression is induced in the steatotic livers of mice. Liver-specific matrin-3 deletion exacerbated HFD-induced steatosis, acute phase response, and inflammation in the liver of female mice. The transcriptome and chromatin accessibility were re-programmed in the liver of these mice with signatures indicating that CAR signaling is dysregulated. Mechanistically, matrin-3 interacts with CAR mRNA, and matrin-3 deficiency promotes CAR mRNA degradation. Consequently, matrin-3 deletion impaired CAR signaling by reducing CAR expression. Matrin-3 levels positively correlate with CAR expression in human livers. Ces2a and Il1r1 were identified as new target genes of CAR. Interestingly, we found that CAR discords with the expression of its target genes including Cyp2b10 and Ces2a in response to HFD, indicating CAR signaling is dysregulated by HFD despite increased CAR expression. Dysregulated CAR signaling upon matrin-3 deficiency reduced Ces2a and de-repressed Il1r1 expression. CAR restoration partially abrogated the dysregulated gene expression, exacerbated hepatic steatosis, acute phase response, and inflammation in liver-specific matrin-3 knockout mice fed a HFD. Our findings demonstrate that matrin-3 is a key upstream regulator maintaining CAR signaling upon metabolic stress, and the matrin-3-CAR axis limits hepatic steatosis and stress response signaling that may give insights for therapeutic intervention.","['Cheng', 'Baki', 'Moran']",2,6,"transduction, gene expression","liver, hepatic",11
