Data_extracted,pmid,title,journal,year,abstract,authors,tier,relevance_score,matched_keywords,tissues_mentioned,priority_score,Notes
,40177359,AAV-mediated transduction of songbird retina.,Frontiers in physiology,2025,"Genetic manipulation of murine retinal tissue through ocular administration of adeno-associated viruses (AAVs) has become a standard technique to investigate a multitude of mechanisms underlying retinal physiology. Resultantly, developments of recombinant viral vectors with improved transduction efficiency and further methodological improvements have mostly focused on murine tissue, whereas AAVs successfully targeting avian retinae have remained scarce. Using a custom-designed injection setup, we identified a viral serotype with the capability to successfully induce widespread transduction of the bird retina. Intravitreal administration of an AAV type 2/9 encoding for enhanced green fluorescent protein (EGFP) in night-migratory European robins (<i>Erithacus rubecula</i>) resulted in transduction coverages of up to 60% within retinal tissue. Subsequent immunohistochemical analyses revealed that the AAV2/9-EGFP serotype almost exclusively targeted photoreceptors: rods, various single cones (UV, blue, green, and red cones), and both (accessory and principal) members of double cones. The consistently high and photoreceptor-specific transduction efficiency makes the AAV2/9 serotype a powerful tool for carrying out genetic manipulations in avian retinal photoreceptors, thus opening a wealth of opportunities to investigate physiological aspects underlying retinal processing in birds, such as physiological recordings and/or post-transductional behavioural readouts for future vision-related research.","['Seth', 'Heyers', 'Satish']",1,7,"transduction efficiency, transduction",,12,
,39358605,Pre-clinical development of AP4B1 gene replacement therapy for hereditary spastic paraplegia type 47.,EMBO molecular medicine,2024,"Spastic paraplegia 47 (SPG47) is a neurological disorder caused by mutations in the adaptor protein complex 4 β1 subunit (AP4B1) gene leading to AP-4 complex deficiency. SPG47 is characterised by progressive spastic paraplegia, global developmental delay, intellectual disability and epilepsy. Gene therapy aimed at restoring functional AP4B1 protein levels is a rational therapeutic strategy to ameliorate the disease phenotype. Here we report that a single delivery of adeno-associated virus serotype 9 expressing hAP4B1 (AAV9/hAP4B1) into the cisterna magna leads to widespread gene transfer and restoration of various hallmarks of disease, including AP-4 cargo (ATG9A) mislocalisation, calbindin-positive spheroids in the deep cerebellar nuclei, anatomical brain defects and motor dysfunction, in an SPG47 mouse model. Furthermore, AAV9/hAP4B1-based gene therapy demonstrated a restoration of plasma neurofilament light (NfL) levels of treated mice. Encouraged by these preclinical proof-of-concept data, we conducted IND-enabling studies, including immunogenicity and GLP non-human primate (NHP) toxicology studies. Importantly, NHP safety and biodistribution study revealed no significant adverse events associated with the therapeutic intervention. These findings provide evidence of both therapeutic efficacy and safety, establishing a robust basis for the pursuit of an IND application for clinical trials targeting SPG47 patients.","['Wiseman', 'Scarrott', 'Alves-Cruzeiro']",1,7,biodistribution,"liver, brain",12,
,31725765,"Delivering genes across the blood-brain barrier: LY6A, a novel cellular receptor for AAV-PHP.B capsids.",PloS one,2019,"The engineered AAV-PHP.B family of adeno-associated virus efficiently delivers genes throughout the mouse central nervous system. To guide their application across disease models, and to inspire the development of translational gene therapy vectors for targeting neurological diseases in humans, we sought to elucidate the host factors responsible for the CNS tropism of the AAV-PHP.B vectors. Leveraging CNS tropism differences across 13 mouse strains, we systematically determined a set of genetic variants that segregate with the permissivity phenotype, and rapidly identified LY6A as an essential receptor for the AAV-PHP.B vectors. Interfering with LY6A by CRISPR/Cas9-mediated Ly6a disruption or with blocking antibodies reduced transduction of mouse brain endothelial cells by AAV-PHP.eB, while ectopic expression of Ly6a increased AAV-PHP.eB transduction of HEK293T and CHO cells by 30-fold or more. Importantly, we demonstrate that this newly discovered mode of AAV binding and transduction can occur independently of other known AAV receptors. These findings illuminate the previously reported species- and strain-specific tropism characteristics of the AAV-PHP.B vectors and inform ongoing efforts to develop next-generation AAV vehicles for human CNS gene therapy.","['Huang', 'Chan', 'Tobey']",1,9,"tropism, transduction","liver, brain",12,
,17060693,"Biodistribution of a low dose of intravenously administered AAV-2, 10, and 11 vectors to cynomolgus monkeys.",Japanese journal of infectious diseases,2006,"In gene therapy trials, adeno-associated virus (AAV) vectors are injected directly into target tissues such as muscle and liver. Direct injection can lead to the introduction of a low level of the vector into blood circulation. To determine the systemic effects of the vector released in the blood, we extensively examined the biodistribution of intravenously administered AAV serotype 2 (AAV2) vector in cynomolgus monkeys. Although the vector distribution pattern varied from monkey to monkey, the vector DNA was maintained in the various tissues beyond 7 months post-inoculation (pi). The vector DNA was detected in the lymphoid tissues, particularly in the spleen, more frequently and at a much higher level than in the other tissues tested (i.e., brain, lung, liver, heart, gallbladder, pancreas, colon, kidney, ovary, uterus, etc.). The expression of a transgene was detected in the lymph nodes at 3 months pi. The distribution of two pseudotyped vectors, AAV2/10 and AAV2/11, was similar to that of the AAV2 vector. The present results suggest that when introduced intravenously, the AAV vector DNA persists and may induce transgene expression in various monkey tissues. Thus, the possibility of inadvertent gene transfer to various non-target tissues should be considered in a gene therapy strategy with an AAV vector.","['Mori', 'Takeuchi', 'Enomoto']",1,12,"biodistribution, gene expression, transgene expression","liver, brain, muscle, heart, lung",12,
,40430342,Methodological Study on Determination of Recombinant Adeno-Associated Virus Particle Titer Through Size Exclusion Chromatography with Multiangle Light Scattering and Collaborative Calibration of Standard Substances.,"Molecules (Basel, Switzerland)",2025,"Adeno-associated virus (AAV) is a promising gene therapy vector due to its high transduction efficiency, low pathogenicity, low immunogenicity, and the ability to mediate the long-term stable expression of exogenous genes. The viral particle titer is an essential quality attribute of recombinant adeno-associated virus (rAAV) gene therapy products. Multiangle light scattering (MALS) is an important means of directly measuring the absolute molecular weight and distribution of macromolecular drugs. This study established and validated a method based on SEC-UV-MALS-RI tandem technology for accurately determining rAAV particle titers. The verification results indicated that the method exhibited good specificity, linearity, precision, accuracy, and durability. Several collaborative laboratories used this method to calibrate the standard substances needed for rAAV particle titer determination. The results suggested that combining the SEC-MALS method with standard substances enables the rapid and accurate measurement of the viral particle titers in rAAV gene therapy products.","['Pei', 'Li', 'Bi']",1,7,"transduction efficiency, transduction",,12,
,19777441,Engineering adeno-associated virus serotype 2-based targeting vectors using a new insertion site-position 453-and single point mutations.,The journal of gene medicine,2009,"Genetic modification of capsid proteins by peptide insertion has created the possibility of using adeno-associated viral (AAV) vectors for receptor specific gene transfer (AAV targeting). The most common site used for insertion in AAV serotype 2 capsids are amino acid positions 587 and 588 located at the second highest capsid protrusion. Reasoning that peptide insertions at the most exposed position augments target receptor interaction, we explored position 453 as a new insertion site. Position 453 was identified in silico. Capsid mutants carrying the model ligand RGD-4C in position 453 with and without R585A/R588A substitutions were compared with respective mutants carrying the ligand in position 587. The accessibility of the inserted ligand was determined by an enzyme-linked immunosorbent assay, whereas the transduction efficiency and specificity of receptor binding were assayed by gene transfer and competition experiments, respectively. Vector biodistribution was determined in mice by quantitative polymerase chain reaction analysis. Initially, RGD-4C, inserted at position 453, failed to efficiently bind its target receptor. R585 and R588, located at the neighboring peak and known to mediate primary receptor binding, were identified as interfering residues. R585A and R588A substitutions rendered position 453 mutants superior to those with the ligand in position 587 in target receptor binding and cell transduction efficiency. The in vivo biodistribution was independent of the insertion site, but directed by the inserted ligand when primary receptor binding was avoided. Position 453 emerged as a prominent site for the development of targeting mutants. Furthermore, we show for the first time that linearly distant residues can be critical for the efficiency of inserted peptide ligands.","['Boucas', 'Lux', 'Huber']",1,12,"biodistribution, transduction efficiency, transduction",,12,
,40418990,"Multi-modality imaging for precise intra-arterial delivery of mRNA, AAVs, and antibodies to the head and neck area in mice.",Journal of controlled release : official journal of the Controlled Release Society,2025,"The intra-arterial (IA) route offers several advantages over systemic infusion for drug administration, enabling selective delivery to target organs, achieving higher local drug concentrations, and minimizing off-target toxicity. However, its clinical adoption remains limited, with only a few IA-based therapies routinely used in patients. While IA chemotherapy for head and neck cancer has been explored, results remain conflicting. With the rapid rise of biologics, we investigated the efficacy of IA delivery for three key classes-mRNA, adeno-associated viruses (AAVs), and monoclonal antibodies-targeting the head and neck region in mice. We infused firefly luciferase-encoding mRNA (Luc mRNA), adeno-associated virus encoding luciferase (AAV9-Luc), and radiolabeled anti-VEGF monoclonal antibody (bevacizumab) via the external carotid artery and compared results with IV administration. Bioluminescence imaging revealed robust expression of Luc mRNA and AAV9-Luc in the head and neck region following IA infusion, with negligible expression after IV delivery. qPCR analysis further confirmed significantly higher Luc mRNA expression in targeted tissues (salivary gland, temporal muscle, and tongue) following IA administration. In contrast, after IV administration, Luc mRNA expression was detected only in the salivary gland at a level 100-fold lower, with no detectable expression in the temporal muscle or tongue. For quantitative assessment of antibody biodistribution, we radiolabeled bevacizumab with Zirconium-89 (<sup>89</sup>Zr) and performed positron emission tomography (PET) imaging following IA vs. IV infusion. PET imaging revealed significantly increased uptake of bevacizumab in the neck following IA delivery (mean standardized uptake values: 0.65 vs. 0.29, IA vs. IV), corroborated by ex vivo biodistribution analysis, which confirmed higher accumulation of bevacizumab in targeted structures of the head and neck. In summary, our findings demonstrate the feasibility and superiority of the IA route for the delivery of biologics to the head and neck territory. This study provides compelling evidence supporting the translational potential of IA administration as a highly effective strategy for precise biologic delivery in head and neck disorders and cancers.","['Chu', 'Qiao', 'Madan']",1,7,biodistribution,"liver, muscle",12,
,27416794,High-efficiency transduction and specific expression of ChR2opt for optogenetic manipulation of primary cortical neurons mediated by recombinant adeno-associated viruses.,Journal of biotechnology,2016,"In recent years, optogenetic approaches have significantly advanced the experimental repertoire of cellular and functional neuroscience. Yet, precise and reliable methods for specific expression of optogenetic tools remain challenging. In this work, we studied the transduction efficiency of seven different adeno-associated virus (AAV) serotypes in primary cortical neurons and revealed recombinant (r) AAV6 to be the most efficient for constructs under control of the cytomegalovirus (CMV) promoter. To further specify expression of the transgene, we exchanged the CMV promoter for the human synapsin (hSyn) promoter. In primary cortical-glial mixed cultures transduced with hSyn promoter-containing rAAVs, expression of ChR2opt (a Channelrhodopsin-2 variant) was limited to neurons. In these neurons action potentials could be reliably elicited upon laser stimulation (473nm). The use of rAAV serotype alone to restrict expression to neurons results in a lower transduction efficiency than the use of a broader transducing serotype with specificity conferred via a restrictive promoter. Cells transduced with the hSyn driven gene expression were able to elicit action potentials with more spatially and temporally accurate illumination than neurons electrofected with the CMV driven construct. The hSyn promoter is particularly suited to use in AAVs due to its small size. These results demonstrate that rAAVs are versatile tools to mediate specific and efficient transduction as well as functional and stable expression of transgenes in primary cortical neurons.","['Jin', 'Lange', 'Kempmann']",1,9,"transduction efficiency, transduction, gene expression",,12,
,38618935,AAV-mediated gene therapies for glaucoma and uveitis: are we there yet?,Expert reviews in molecular medicine,2024,"Glaucoma and uveitis are non-vascular ocular diseases which are among the leading causes of blindness and visual loss. These conditions have distinct characteristics and mechanisms but share a multifactorial and complex nature, making their management challenging and burdensome for patients and clinicians. Furthermore, the lack of symptoms in the early stages of glaucoma and the diverse aetiology of uveitis hinder timely and accurate diagnoses, which are a cause of poor visual outcomes under both conditions. Although current treatment is effective in most cases, it is often associated with low patient adherence and adverse events, which directly impact the overall therapeutic success. Therefore, long-lasting alternatives with improved safety and efficacy are needed. Gene therapy, particularly utilising adeno-associated virus (AAV) vectors, has emerged as a promising approach to address unmet needs in these diseases. Engineered capsids with enhanced tropism and lower immunogenicity have been proposed, along with constructs designed for targeted and controlled expression. Additionally, several pathways implicated in the pathogenesis of these conditions have been targeted with single or multigene expression cassettes, gene editing and silencing approaches. This review discusses strategies employed in AAV-based gene therapies for glaucoma and non-infectious uveitis and provides an overview of current progress and future directions.","['Castro', 'Steel', 'Layton']",1,7,"tropism, gene expression",,12,
,36789432,Intravenous functional gene transfer throughout the brain of non-human primates using AAV.,Research square,2023,"Adeno-associated viruses (AAVs) promise robust gene delivery to the brain through non-invasive, intravenous delivery. However, unlike in rodents, few neurotropic AAVs efficiently cross the blood-brain barrier in non-human primates (NHPs). Here we describe AAV.CAP-Mac, an engineered variant identified by screening in adult marmosets and newborn macaques with improved efficiency in the brain of multiple NHP species: marmoset, rhesus macaque, and green monkey. CAP-Mac is neuron-biased in infant Old World primates, exhibits broad tropism in adult rhesus macaques, and is vasculature-biased in adult marmosets. We demonstrate applications of a single, intravenous dose of CAP-Mac to deliver (1) functional GCaMP for ex vivo calcium imaging across multiple brain areas, and (2) a cocktail of fluorescent reporters for Brainbow-like labeling throughout the macaque brain, circumventing the need for germline manipulations in Old World primates. Given its capabilities for systemic gene transfer in NHPs, CAP-Mac promises to help unlock non-invasive access to the brain.","['Chuapoco', 'Flytzanis', 'Goeden']",1,7,tropism,"liver, brain",12,
,38790585,Onasemnogene Abeparvovec Administration via Peripherally Inserted Central Catheter: A Case Report.,"Children (Basel, Switzerland)",2024,"Onasemnogene abeparvovec (OA) is the approved intravenous gene therapy for the treatment of spinal muscular atrophy (SMA). A functional copy of the human <i>SMN1</i> gene was inserted into the target motor neuron cells via a viral vector, AAV9. In clinical trials, OA was infused through a peripheral venous catheter, and no data are available on central catheter use. Recently, we had a case where OA was administered directly into the right atrium via a peripherally inserted central catheter (PICC) instead of a peripheral line, as recommended. The patient was a female child aged 4 months, diagnosed as SMA type I. For practical reasons, a dose of OA according to the weight of the patient (1.1 × 10<sup>14</sup> vectorial genomes/kg) was administered via PICC in 1 h, as the product information recommends. The drug was well tolerated, with no hypersensitivity reactions or initial elevation of transaminases or other adverse effects. To our knowledge, this is the first case reported where OA was administered via a central line. This type of administration is not contraindicated, but it is not specifically contemplated or recommended. It is unknown whether central line administration could have any implications for transduction efficiency and immunogenicity. Future studies should clarify these aspects, as each gene therapy has a specific optimal dose recorded that depends on the site and route of administration of the drug, the AAV variant and the transgene.","['Pitarch Castellano', 'López Briz', 'Ibáñez Albert']",1,7,"transduction efficiency, transduction",,12,
,35964317,[Effective Viral Delivery of Genetic Constructs to Neuronal Culture for Modeling and Gene Therapy of GNAO1 Encephalopathy].,Molekuliarnaia biologiia,2022,"GNAO1 encephalopathy is an orphan genetic disease associated with early infantile epilepsy, impaired motor control, and severe developmental delay. The disorder is caused by mutations in the GNAO1 gene, leading to dysfunction of the encoded protein Gao1. There is no cure for this disease, and symptomatic therapy is ineffective. Phenotypic heterogeneity highlights the need for a personalized approach for treating patients with a specific clinical variant of GNAO1 and requires the study of the disease mechanism in animal and cell models. Towards this aim, we developed an approach for modeling GNAO1 encephalopathy and testing gene therapy drugs in primary neurons derived from healthy mice. We optimized the delivery of transgenes to Gαo1-expressing neurons using recombinant adeno-associated viruses (rAAV). We assessed the tropism of five neurotropic AAV serotypes (1, 2, 6, 9, DJ) for Gαo1-positive neurons from the whole mouse brain. The DJ serotype showed the highest potential as a reporter delivery vehicle, infecting up to 66% of Gαo1-expressing cells without overt cytotoxicity. We demonstrated that AAV-DJ also provides efficient delivery and expression of genetic constructs encoding normal and mutant Gαo1, as well as short hairpin RNA (shRNA) to suppress endogenous Gnao1 in murine neurons. Our results will further simplify the study of the pathological mechanism for clinical variants of GNAO1, as well as optimize the testing of gene therapy approaches for GNAO1 encephalopathy in cell models.","['Lunev', 'Shmidt', 'Vassilieva']",1,7,tropism,"liver, brain",12,
,34460254,Biodistribution of Adeno-Associated Virus Serotype 5 Viral Vectors Following Intrathecal Injection.,Molecular pharmaceutics,2021,"The pharmacokinetic profile of AAV particles following intrathecal delivery has not yet been clearly defined. The present study evaluated the distribution profile of adeno-associated virus serotype 5 (AAV5) viral vectors following lumbar intrathecal injection in mice. After a single bolus intrathecal injection, viral DNA concentrations in mouse whole blood, spinal cord, and peripheral tissues were determined using quantitative polymerase chain reaction (qPCR). The kinetics of AAV5 vector in whole blood and the concentration over time in spinal and peripheral tissues were analyzed. Distribution of the AAV5 vector to all levels of the spinal cord, dorsal root ganglia, and into systemic circulation occurred rapidly within 30 min following injection. Vector concentration in whole blood reached a maximum 6 h postinjection with a half-life of approximately 12 h. Area under the curve data revealed the highest concentration of vector distributed to dorsal root ganglia tissue. Immunohistochemical analysis revealed AAV5 particle colocalization with the pia mater at the spinal cord and macrophages in the dorsal root ganglia (DRG) 30 min after injection. These results demonstrate the widespread distribution of AAV5 particles through cerebrospinal fluid and preferential targeting of DRG tissue with possible clearance mechanisms via DRG macrophages.","['Pflepsen', 'Peterson', 'Kitto']",1,7,biodistribution,"liver, spinal cord",12,
,35776323,Enhanced Transduction of P2X7-Expressing Cells with Recombinant rAAV Vectors.,"Methods in molecular biology (Clifton, N.J.)",2022,Adeno-associated viruses (AAV) are useful vectors for transducing cells in vitro and in vivo. Targeting of specific cell subsets with AAV is limited by the broad tropism of AAV serotypes. Nanobodies are single immunoglobulin variable domains from heavy chain antibodies that naturally occur in camelids. Their small size and high solubility allow easy reformatting into fusion proteins. In this chapter we provide protocols for inserting a P2X7-specific nanobody into a surface loop of the VP1 capsid protein of AAV2. Such nanobody-displaying recombinant AAV allow 50- to 500-fold stronger transduction of P2X7-expressing cells than the parental AAV. We provide protocols for monitoring the transduction of P2X7-expressing cells by nanobody-displaying rAAV by flow cytometry and fluorescence microscopy.,"['Mann', 'Schäfer', 'Adriouch']",1,7,"tropism, transduction",,12,
,40778549,AAV-Mediated Expression of Methamphetamine Monoclonal Antibody Attenuates Methamphetamine Behaviour Sensitization in Mice.,Addiction biology,2025,"Methamphetamine (Meth) is a psychoactive and neurotoxic chemical. Selective antibodies against Meth molecules have been examined for the treatment of Meth abuse through immunization. Antibodies with high affinity for Meth can capture Meth molecules and reduce Meth response. We previously reported that intraperitoneal administration of adeno-associated virus serotype vector serotype 8 carrying Meth-specific monoclonal antibody transgene (AAV8-MethAb, 2.5 × 10<sup>10</sup> VGC per mouse) induced long-term and stable expression of Meth-antibody in the peripheral. Mice receiving AAV8-MethAb had a lower Meth level in the blood and brain and attenuated Meth-induced locomotor activity after an acute dose of Meth. The effect of AAV-MethAb in animals receiving repeated Meth administration was still not known. In this study, we first investigated the tropism of AAV serotypes in rat primary dopaminergic (DA) neuronal culture. We found that AAV6 is an optimal gene carrier for MethAb. AAV6-MethAb or AAV6-mCherry was used in cellular and animal models of chronic Meth use. In primary DA neuronal culture, repeated Meth administration increased the dendritic branching of DA neurons, which was antagonized by AAV6-MethAb. AAV6-MethAb or AAV6-mCherry was stereotaxically administered to the nucleus accumbens (NAc) of adult CD1 mice. Two weeks after the viral injection, animals were stimulated with a daily dose of Meth for 7 days. Repeat Meth administrations led to a progressive increase in locomotor activity or behaviour sensitization. This response was significantly attenuated in mice receiving AAV6-MethAb. Using qRTPCR and Western analysis, we demonstrated that MethAb mRNA and protein were expressed in the NAc. Previous reports indicated that Meth sensitization was associated with upregulation of tyrosine hydroxylase (TH) in the NAc. Using Western blot analysis, we found that AAV6-MethAb significantly reduced TH protein levels in Meth-sensitized mice. Taken together, our data support that intracerebral administration of AAV6-MethAb reduced Meth sensitization. Our data support a novel antibody gene therapy for Meth abuse.","['Chen', 'Hung', 'Wang']",1,7,tropism,"brain, cerebral",12,
,38993123,Tropism-shifted AAV-PHP.eB-mediated bFGF gene therapy promotes varied neurorestoration after ischemic stroke in mice.,Neural regeneration research,2026,"JOURNAL/nrgr/04.03/01300535-202602000-00040/figure1/v/2025-05-05T160104Z/r/image-tiff AAV-PHP.eB is an artificial adeno-associated virus (AAV) that crosses the blood-brain barrier and targets neurons more efficiently than other AAVs when administered systematically. While AAV-PHP.eB has been used in various disease models, its cellular tropism in cerebrovascular diseases remains unclear. In the present study, we aimed to elucidate the tropism of AAV-PHP.eB for different cell types in the brain in a mouse model of ischemic stroke and evaluate its effectiveness in mediating basic fibroblast growth factor ( bFGF ) gene therapy. Mice were injected intravenously with AAV-PHP.eB either 14 days prior to (pre-stroke) or 1 day following (post-stroke) transient middle cerebral artery occlusion. Notably, we observed a shift in tropism from neurons to endothelial cells with post-stroke administration of AAV-PHP.eB-mNeonGreen (mNG). This endothelial cell tropism correlated strongly with expression of the endothelial membrane receptor lymphocyte antigen 6 family member A (Ly6A). Furthermore, AAV-PHP.eB-mediated overexpression of bFGF markedly improved neurobehavioral outcomes and promoted long-term neurogenesis and angiogenesis post-ischemic stroke. Our findings underscore the significance of considering potential tropism shifts when utilizing AAV-PHP.eB-mediated gene therapy in neurological diseases and suggest a promising new strategy for bFGF gene therapy in stroke treatment.","['Shi', 'Ye', 'Liu']",1,7,tropism,"brain, cerebral",12,
,36461742,Clinical Pharmacology Considerations on Recombinant Adeno-Associated Virus-Based Gene Therapy.,Journal of clinical pharmacology,2022,"Recombinant adeno-associated virus (AAV) is currently the most widely used platform for in vivo gene therapy. Clinical pharmacology is a central field for AAV gene therapy, represented by the pillars of pharmacokinetics, pharmacodynamics/efficacy, and safety. In this review, we provide a comprehensive summary of clinical pharmacology considerations for recombinant AAV. The main topics covered are biodistribution and shedding, dose-exposure-response relationship, safety, immune and stress response, and clinical dose selection strategies. We highlight how the cumulative knowledge of AAV gene therapy could help with guiding clinical trial design and assessing and mitigating risks, as well as planning and executing pharmacokinetic/pharmacodynamic /safety data analyses. In addition, we discuss the major gaps and areas of growth in clinical pharmacology understanding of recombinant AAV. These include the mechanisms of the durability of treatment response and variability in biodistribution, transduction, and immunogenicity, as well as a potential influence on AAV's safety and efficacy profiles by drug product characteristics and patient intrinsic/extrinsic factors.","['Sun', 'Liao']",1,7,"biodistribution, transduction",,12,
,39798935,Effect of electroacupuncture on vascular remodeling in rats with cerebral ischemia by regulating irisin based on VEGF/Akt/eNOS signaling pathway.,Brain research bulletin,2025,"This study aimed to explore the cumulative effects and expression patterns of electroacupuncture (EA) on irisin secretion, observe the effects of EA on the recovery of neurobehavioral function and vascular remodeling after cerebral ischemia, and elucidate the mechanism by which EA promotes vascular remodeling by regulating irisin expression. A rat model of left middle cerebral artery occlusion (MCAO) was prepared, and EA was performed. Tissue distribution and expression of irisin were determined by immunofluorescence, enzyme-linked immunosorbent assay (ELISA), and Western blotting. Type III fibronectin domain protein 5-silenced adeno-associated virus (rAAV-shFNDC5) was injected into the lateral ventricle as a control. Neurobehavioral function was evaluated using 2,3,5-triphenyltetrazolium chloride (TTC) staining and behavioral experiments, while vascular remodeling was evaluated using laser speckle blood flow imaging, and the expressions of irisin and vascular remodeling-related factors were measured by ELISA and Western blotting. The number of FNDC5-positive neurons, fluorescence intensity, and irisin expression reached their maximum increase after 7 days of EA treatment. In addition, the EA group exhibited a significant reduction in cerebral infarct volume and impairment of neurobehavioral function, an increase in cerebral blood flow and microvascular diameter on the ischemic side, and significantly higher expression levels of FNDC5, brain-derived neurotrophic factor (BDNF), vascular endothelial growth factor (VEGF), protein kinase B (Akt), and endothelial nitric oxide synthase (eNOS). However, rAAV-shFNDC5 significantly weakened the therapeutic effects of EA. EA upregulated irisin expression, reaching a peak after 7 days of EA and then stabilizing. EA facilitated vascular remodeling after cerebral ischemia, and this might be associated with the activation of the irisin-mediated VEGF/Akt/eNOS signaling pathway.","['Cao', 'Ding', 'Feng']",1,7,tissue distribution,"brain, cerebral",12,
,35098209,Gene Therapy Potential for Genetic Disorders of Surfactant Dysfunction.,Frontiers in genome editing,2021,"Pulmonary surfactant is critically important to prevent atelectasis by lowering the surface tension of the alveolar lining liquid. While respiratory distress syndrome (RDS) is common in premature infants, severe RDS in term and late preterm infants suggests an underlying genetic etiology. Pathogenic variants in the genes encoding key components of pulmonary surfactant including surfactant protein B (SP-B, <i>SFTPB</i> gene), surfactant protein C (SP-C, <i>SFTPC</i> gene), and the ATP-Binding Cassette transporter A3 (ABCA3, <i>ABCA3</i> gene) result in severe neonatal RDS or childhood interstitial lung disease (chILD). These proteins play essential roles in pulmonary surfactant biogenesis and are expressed in alveolar epithelial type II cells (AEC2), the progenitor cell of the alveolar epithelium. SP-B deficiency most commonly presents in the neonatal period with severe RDS and requires lung transplantation for survival. <i>SFTPC</i> mutations act in an autosomal dominant fashion and more commonly presents with chILD or idiopathic pulmonary fibrosis than neonatal RDS. ABCA3 deficiency often presents as neonatal RDS or chILD. Gene therapy is a promising option to treat monogenic lung diseases. Successes and challenges in developing gene therapies for genetic disorders of surfactant dysfunction include viral vector design and tropism for target cell types. In this review, we explore adeno-associated virus (AAV), lentiviral, and adenoviral (Ad)-based vectors as delivery vehicles. Both gene addition and gene editing strategies are compared to best design treatments for lung diseases resulting from pathogenic variants in the <i>SFTPB, SFTPC,</i> and <i>ABCA3</i> genes<i>.</i>","['Cooney', 'Wambach', 'Sinn']",1,7,tropism,"liver, lung",12,
,37354087,Synergetic enrichment of aggrecan in nucleus pulposus cells by scAAV6-shRNA-mediated knockdown of aggrecanase-1 and aggrecanase-2.,"Experimental biology and medicine (Maywood, N.J.)",2023,"Degenerative disk disease (DDD) that aggravates structural deterioration of intervertebral disks (IVDs) can be accompanied by painful inflammation and immunopathological progressions. Current surgical or pharmacological therapies cannot repair the structure and function of IVDs. Nucleus pulposus (NP) cells are crucial for the preservation or restoration of IVDs by balancing the anabolic and catabolic factors affecting the extracellular matrix. Imbalanced anabolic and catabolic factors cause increased degradation of aggrecan. Aggrecanases A Disintegrin And Metalloproteinase with ThromboSpondin motifs (ADAMTS)4 and ADAMTS5 are the main degrading enzymes of aggrecan. Previously, we characterized adeno-associated virus (AAV6) as the most suitable serotype with marked NP cellular tropism and demonstrated that ADAMTS4 could be silenced by self-complementary adeno-associated virus grade 6 small helix ribonucleic acid (scAAV6-shRNA) in NP cells of degeneration grade III, which resulted in enrichment of aggrecan. Nonetheless, neither scAAV6-shRNA-mediated inhibition of ADAMTS5 nor joint inhibitions of ADAMTS4 and ADAMTS5 have been investigated, although both enzymes are regulated by analogous proinflammatory cytokines and have the same cleavage sites in aggrecan. Therefore, we attempted scAAV6-shRNA-mediated inhibitions of both enzymes in NP cells of degeneration grade IV to increase efficacies in treatments of DDD. The degeneration grade of IVDs in patients was determined by magnetic resonance imaging (MRI) before surgical operations. After isolation and culturing of NP cells, cells were transduced with scAAV6-shRNAs targeting ADAMTS4 or ADAMTS5. Transduced cells were analyzed by reverse transcription quantitative polymerase chain reaction (RT-qPCR), fluorescence microscopy, flow cytometry-assisted cell sorting (FACS), MTT assay (3-(4, 5-dimethylthiazolyl-2)-2,5-diphenyltetrazolium bromide assay), immunoblotting, and enzyme-linked immunosorbent assay (ELISA). Joint transduction of NP cells exhibited high transduction efficacies (98.1%), high transduction units (TU) (1381 TU/Cell), and no effect on cell viability or proliferation. Above all joint treatments resulted in effective knockdown of ADAMTS4 (92.8%) and ADAMTS5 (93.4%) along with additive enrichment of aggrecan (113.9%). Treatment effects were significant for more than 56 days after transduction (<i>P</i> < 0.001). In conclusion, scAAV6-shRNA-mediated combined molecular therapy could be very valuable for more effective, durable, and less immunogenic treatment approaches in DDD.","['Mern', 'Thomé']",1,7,"tropism, transduction",,12,
